title,savedAt,query,language,article URL,main topic,stance / attitude towards,"Clickbaityness/credibility (0 is good, 1 is very bad)"
Federal Reserve issues FOMC statement - Federal Reserve,15/12/2022 10:05,,en,https://www.federalreserve.gov/newsevents/pressreleases/monetary20221214a.htm,Federal Reserve,2,0
US vet freed from Russian captivity in prisoner swap with Ukraine - Business Insider,15/12/2022 23:11,,en,https://www.businessinsider.com/us-veteran-freed-russian-captivity-in-prisoner-swap-with-ukraine-2022-12,US Russia prisoner,2,0
Stock futures fall a second day on fears the Fed will tip the economy into a recession - CNBC,15/12/2022 23:11,,en,https://www.cnbc.com/2022/12/14/stock-market-futures-open-to-close-news.html,Fed,1,0
COVID origins 'may have been tied' to China's bioweapons program: GOP report - Fox News,15/12/2022 23:11,,en,https://www.foxnews.com/politics/covid-origins-may-have-been-tied-chinas-bioweapons-program-gop-report,Covid China,1,0.3
Retail sales fell 0.6% in November as consumers feel the pressure from inflation - CNBC,15/12/2022 23:11,,en,https://www.cnbc.com/2022/12/15/retail-sales-november-2022-sales-fall-0point6percent-as-consumers-feel-pressure-from-inflation.html,inflation  ,1,0
Allison Holker Breaks Her Silence on Stephen 'tWitch' Boss' Death - Entertainment Tonight,15/12/2022 23:11,,en,https://www.youtube.com/watch?v=6i9d_KBhOw0,,2,0.5
Io volcano world comes into view of Juno probe - BBC,15/12/2022 23:11,,en,https://www.bbc.com/news/science-environment-63982190,Juno probe,3,0.1
US-Africa summit: Biden says US is 'all in' on Africa's future - BBC,15/12/2022 23:11,,en,https://www.bbc.com/news/world-africa-63982818,US Africa  ,3,0
European parliament to ban all unofficial 'friendship groups' - Financial Times,15/12/2022 23:11,,en,https://www.ft.com/content/76a9eca0-700e-48b6-b3ae-e44dcd06455c,EU financial,2,0.3
Six states without power as deadly winter storm and tornadoes hit US - BBC,15/12/2022 23:11,,en,https://www.bbc.com/news/world-us-canada-63989303,winter storm US,1,0.1
Why a 'tripledemic' is keeping many of us sick for weeks at a time - The Washington Post,15/12/2022 23:11,,en,https://www.washingtonpost.com/health/2022/12/15/tripledemic-covid-rsv-flu-surge/,epedemic,1,0.3
China pushes vaccines as retreat from 'zero-COVID' turns messy - Reuters,15/12/2022 23:11,,en,https://www.reuters.com/world/china/china-urges-vaccines-vulnerable-zero-covid-exit-turns-messy-2022-12-15/,China covid vaccines,3,0
Twitter changes rules after suspending account tracking Elon Musk’s jet - Fox Business,15/12/2022 23:11,,en,https://www.foxbusiness.com/technology/twitter-changes-rules-suspending-account-elon-musks-jet,Twitter Musk,2,0.1
Bowl season guide to all 42 college football games - ESPN,15/12/2022 23:11,,en,https://www.espn.com/college-football/story/_/id/35247138/bowl-season-guide-42-college-football-games,Football ,2,0.1
15.5-inch MacBook Air Expected to Launch in Spring 2023 - MacRumors,15/12/2022 23:11,,en,https://www.macrumors.com/2022/12/15/15-inch-macbook-air-spring-2023/,MacBook Apple,2,0.1
"Whales can have an important but overlooked role in tackling the climate crisis, researchers say - CNN",15/12/2022 23:11,,en,https://www.cnn.com/2022/12/15/world/whales-carbon-sinks-climate-change-scn/index.html,Whales climate,3,0.2
How the Fed's rate hikes could affect your finances - The Associated Press - en Español,15/12/2022 23:11,,en,https://apnews.com/article/fed-rate-hike-how-does-it-affect-you-5e404362fe2703b1a092190cb7b9e106,Fed,2,0
Moderate Republicans weigh hardball tactics to counter anti-McCarthy crew - CNN,15/12/2022 23:11,,en,https://www.cnn.com/2022/12/15/politics/moderate-republicans-kevin-mccarthy-speaker/index.html,Repulbicans,2,0
Purdue Alum Drew Brees to Return as Assistant Coach for Citrus Bowl - Purdue Boilermakers - Purdue Boilermakers,15/12/2022 23:11,,en,https://purduesports.com/news/2022/12/15/football-purdue-alum-drew-brees-to-return-as-assistant-coach-for-citrus-bowl.aspx,Football ,2,0
"BREAKING POINT: Border town politicians making migrant crisis worse, shelters overrun, mission director says - Fox News",15/12/2022 23:11,,en,https://www.foxnews.com/us/breaking-point-border-town-politicians-making-migrant-crisis-worse-shelters-overrun-mission-director-says,migrant crisis politicians,1,0.3
"Jealousy, lies and backstabbing. Harry and Meghan point the finger in final Netflix episodes - CNN",15/12/2022 23:11,,en,https://www.cnn.com/2022/12/15/entertainment/royal-news-newsletter-12-15-22-scli-gbr-cmd-intl/index.html,Harry Maghan Netflix,2,0.2
Senator Encourages Americans To Remove TikTok From Their Devices - MSNBC,15/12/2022 23:11,,en,https://www.youtube.com/watch?v=BIHgqG5Ja9Y,TikTok,1,0
"The Next, And 'Biggest' Tomb Raider To Be Delivered By Amazon - Kotaku",15/12/2022 23:11,,en,https://kotaku.com/tomb-raider-lara-croft-crystal-dynamics-amazon-games-1849898949,Tomb Raider Amazon,3,0.1
Growing obesity crisis in U.S. prompts CDC to expand body mass index charts for severely overweight kids - CNBC,15/12/2022 23:11,,en,https://www.cnbc.com/2022/12/15/obesity-cdc-expands-bmi-charts-for-severely-overweight-kids.html,Obesity US,1,0
Soyuz spacecraft docked to International Space Station springs 'fairly significant' coolant leak - CNN,15/12/2022 23:11,,en,https://www.cnn.com/2022/12/15/world/soyuz-spacecraft-leak-iss-scn/index.html,ISS,2,0
Week 15 NFL game picks: 49ers handle Seahawks on Thursday; Bills thwart Dolphins on Saturday night - NFL.com,15/12/2022 23:11,,en,https://www.nfl.com/news/week-15-nfl-game-picks-2022-nfl-season,NFL,2,0
House passes bill to replace bust of Roger Taney with one honoring Thurgood Marshall - CNN,15/12/2022 23:11,,en,https://www.cnn.com/2022/12/15/politics/roger-taney-thurgood-marshall-bust/index.html,,2,0
Ukraine war live updates: Russia warns U.S. of 'unpredictable consequences' if it sends Patriot missile systems to Ukraine - CNBC,15/12/2022 23:11,,en,https://www.cnbc.com/2022/12/15/ukraine-war-live-updates-latest-news-on-russia-and-the-war-in-ukraine.html,US Ukraine Patriot,1,0
Sister Wives ' Meri Brown Confirms Her 32-Year-Marriage to Kody is Over: 'He Made the Decision' - Yahoo Entertainment,15/12/2022 23:11,,en,https://people.com/tv/sister-wives-meri-brown-confirms-kody-split/,,2,0.3
2 children died from severe strep since November amid rise in hospitalizations - 9NEWS,15/12/2022 23:11,,en,https://www.youtube.com/watch?v=3SCpR_a8waw,strep  ,1,
WATCH LIVE: Pelosi holds news briefing in final weeks of her term as speaker of the house - PBS NewsHour,15/12/2022 23:11,,en,https://www.youtube.com/watch?v=f-LODthVhII,,2,0.4
"Fantasy Football Rankings for Week 15, 2022: Model says start Christian Watson, sit Mike Evans - CBS Sports",15/12/2022 23:11,,en,https://www.cbssports.com/fantasy/football/news/fantasy-football-rankings-for-week-15-2022-model-says-start-christian-watson-sit-mike-evans/,,2,
Home flipping profits drop at the fastest pace in over a decade - CNBC,15/12/2022 23:20,,en,https://www.cnbc.com/2022/12/15/home-flipping-profits-drop-at-fastest-pace-in-over-a-decade.html,home flipping,1,0.1
A plasma physicist explains what's next after this week's nuclear fusion breakthrough - The Verge,15/12/2022 23:20,,en,https://www.theverge.com/2022/12/15/23510819/nuclear-fusion-ignition-breakthrough-physicist-tammy-ma,nuclear fusion,3,0.1
Cramer picks favorite down-and-out stock for 2023 and calls a bottom on another name - CNBC,15/12/2022 23:20,,en,https://www.cnbc.com/2022/12/15/cramer-disney-favorite-down-and-out-stock-calls-salesforce-bottom.html,stocks,2,0.1
Mortgage rates drop for fifth week in a row - CNN,15/12/2022 23:20,,en,https://www.cnn.com/2022/12/15/homes/mortgage-rates-december-15/index.html,mortgage rate,3,0
Sam Bankman-Fried’s family reportedly called prison to request vegan meals - New York Post ,15/12/2022 23:20,,en,https://nypost.com/2022/12/15/sam-bankman-frieds-family-requested-jail-serve-him-vegan-food-report/,Sam Bankman,2,0.2
November Retail Sales and Manufacturing Declines Point to Slowing Economy - The Wall Street Journal,15/12/2022 23:20,,en,https://www.wsj.com/articles/us-economy-retail-sales-november-2022-11671059629,economy,1,0
"Tesla stock price largely based on 'hype' and 'pixie dust,' venture capitalist says - Yahoo Finance",15/12/2022 23:20,,en,https://finance.yahoo.com/news/tesla-stock-price-largely-based-on-hype-and-pixie-dust-venture-capitalist-says-191915626.html,Tesla,1,0.2
"The Fed is tightening way too much, says Wharton's Jeremy Siegel - CNBC Television",15/12/2022 23:20,,en,https://www.youtube.com/watch?v=TLQUii8V9S8,Fed,1,0
How the Federal Reserve flawlessly curbed inflation in the ’90s - Vox.com,15/12/2022 23:20,,en,https://www.vox.com/policy-and-politics/2022/12/15/23508155/federal-reserve-inflation-recession-soft-landing,Fed,3,0
Swiss central bank lifts interest rates by 50 basis points to counter 'further spread of inflation' - CNBC,15/12/2022 23:20,,en,https://www.cnbc.com/2022/12/15/swiss-central-bank-hikes-interest-rates-by-50-basis-points-to-counter-further-spread-of-inflation.html,inflation Swiss bank,2,0
"Nearly half of young adults are living at home with their parents, spending more on luxury goods: report - Fox Business",15/12/2022 23:20,,en,https://www.foxbusiness.com/markets/nearly-half-young-adults-living-home-parents-spending-more-luxury-goods-report,young adults,2,0
"23% of Americans think real estate is the best way to build wealth, but only 12% bought in 2022 - CNBC",15/12/2022 23:20,,en,https://www.cnbc.com/2022/12/15/americans-say-real-estate-is-best-way-to-build-wealth.html,real estate,3,0
FTX ally warned authorities days before Bankman-Fried arrest - The Guardian,15/12/2022 23:20,,en,https://www.theguardian.com/business/2022/dec/15/ftx-warned-before-sam-bankman-fried-arrest,FTX,1,0
5 things to know before the stock market opens Thursday - CNBC,15/12/2022 23:20,,en,https://www.cnbc.com/2022/12/15/5-things-to-know-before-the-stock-market-opens-thursday-december-16.html,stocks,2,0
Read the full memo CZ sent to staff after $1B withdrawn from Binance - Business Insider,15/12/2022 23:20,,en,https://www.businessinsider.com/cz-binance-crypto-winter-read-full-memo-sent-to-staff-2022-12,Binance,2,0.1
Roblox shares sink after November update shows slowing growth - CNBC,15/12/2022 23:20,,en,https://www.cnbc.com/2022/12/15/roblox-stock-sinks-after-november-update-shows-slowing-growth.html,Roblox,1,0
"American preps overhauled award charts, says goodbye to saver redemptions - The Points Guy",15/12/2022 23:20,,en,https://thepointsguy.com/news/american-airlines-overhauled-award-charts/,,2,0
Exclusive: ChatGPT owner OpenAI projects $1 billion in revenue by 2024 - Reuters,15/12/2022 23:20,,en,https://www.reuters.com/business/chatgpt-owner-openai-projects-1-billion-revenue-by-2024-sources-2022-12-15/,ChaptGPT,3,0
"No 'pivot' in inflation fight, but central bankers are easing up - CNN",15/12/2022 23:20,,en,https://www.cnn.com/2022/12/15/economy/bank-of-england-european-central-bank/index.html,central bank,2,0
UK interest rates raised to highest level for 14 years - BBC,15/12/2022 23:20,,en,https://www.bbc.com/news/business-63977963,interest rate,1,0
Tesla investor calls for a new CEO as as Musk shift focus to Twitter - Markets Insider,15/12/2022 23:20,,en,https://markets.businessinsider.com/news/stocks/tesla-investor-koguan-leo-new-ceo-elon-musk-twitter-focus-2022-12,Tesla,1,0
Housing market predictions: Six experts weigh in on the real estate outlook in 2023 - USA TODAY,15/12/2022 23:20,,en,https://www.usatoday.com/story/money/personalfinance/real-estate/2022/12/15/housing-market-six-experts-2023-real-estate-industry/10881757002/,housing market,2,0.1
Binance CEO Zhao brushes off $2.1 billion FTX clawback concerns - CNBC,15/12/2022 23:20,,en,https://www.cnbc.com/2022/12/15/binance-ceo-changpeng-cz-zhao-brushes-off-2-billion-ftx-clawback-concerns-fraud.html,Binance,2,0
Bitcoin retraces intraday gains as bears aim to pin BTC price under $18K - Cointelegraph,15/12/2022 23:20,,en,https://cointelegraph.com/news/bitcoin-retraces-intraday-gains-as-bears-aim-to-pin-btc-price-under-18k,Bitcoin,1,0
NYSEG ‘not surprised’ customers are not happy with company - WBNG,15/12/2022 23:20,,en,https://www.wbng.com/2022/12/14/nyseg-not-surprised-customers-are-not-happy-with-company/,NYSEG,1,0
Goldman Sachs weighs bonus cut of at least 40% at investment bank - Financial Times,15/12/2022 23:20,,en,https://www.ft.com/content/5580a9c7-c7bd-40ba-9212-ea83d4c7aa0b,Goldman Sachs,1,0
"Cathie Wood Boosts Tesla, Coinbase Holdings on Dip-Buying Binge - Yahoo Finance",15/12/2022 23:20,,en,https://finance.yahoo.com/news/cathie-wood-boosts-tesla-coinbase-042204990.html,Tesla,3,0
Union Pacific railroad shipping limits generate complaints - Yahoo News,15/12/2022 23:20,,en,https://news.yahoo.com/regulators-shippers-complain-ups-shipping-001552441.html,Union Pacfici,1,0
Taco Bell may add fries to its menu permanently to compete with McDonald's - CNN,15/12/2022 23:20,,en,https://www.cnn.com/2022/12/14/business/taco-bell-fries/index.html,Taco Bell,2,0
OpenAI’s ChatGPT is a fascinating glimpse into the scary power of AI - Vox.com,15/12/2022 23:20,,en,https://www.vox.com/future-perfect/2022/12/15/23509014/chatgpt-artificial-intelligence-openai-language-models-ai-risk-google,ChatGPT,1,0
"Exclusive-U.S. to remove some Chinese entities from red flag list soon, U.S. official says - Yahoo Finance",15/12/2022 23:20,,en,https://finance.yahoo.com/news/exclusive-u-remove-chinese-entities-163244731.html,US China,3,0
The Fed's Inflation Battle Isn't Over Yet - Barron's,15/12/2022 23:20,,en,https://www.barrons.com/articles/recession-federal-reserve-outlook-2023-51670970047,Fed inflation,1,0
Moderna Soared on News of Cancer Vaccine. Why One Analyst Downgraded the Stock. - Barron's,15/12/2022 23:20,,en,https://www.barrons.com/articles/moderna-stock-cancer-downgrade-51671029048,Moderna,1,0.2
"Exclusive: ECB sees inflation above target through 2025, source says - Reuters",15/12/2022 23:20,,en,https://www.reuters.com/markets/europe/ecb-sees-inflation-above-target-through-2025-source-says-2022-12-14/,ECB inflation,2,0.1
Powell says Fed will not change 2% inflation goal - Reuters,15/12/2022 23:20,,en,https://www.reuters.com/markets/us/powell-says-fed-will-not-change-2-inflation-goal-2022-12-14/,Fed,2,0
2023 Prius Looks Like a Hit. Toyota Still Doesn't Expect to Sell That Many - Road & Track,15/12/2022 23:20,,en,https://www.roadandtrack.com/news/a42231906/toyota-doesnt-expect-to-sell-many-more-prius/,Prius Toyota,2,0.1
Delta expects 2023 earnings to nearly double thanks to 'robust' travel demand - CNBC,15/12/2022 23:20,,en,https://www.cnbc.com/2022/12/14/delta-2023-earnings-forecast-sees-robust-travel-demand.html,Delta,3,0
The market calls the Fed's bluff - ForexLive,15/12/2022 23:20,,en,https://www.forexlive.com/news/the-market-calls-the-feds-bluff-20221214/,Fed,1,0.1
Detect Inc. COVID tests recalled for potential false negative results - USA TODAY,15/12/2022 23:20,,en,https://www.usatoday.com/story/money/2022/12/14/detect-inc-covid-tests-recall/10895593002/,Covid test,1,0
Elon Musk loses title of world’s richest person to Bernard Arnault - The Guardian,15/12/2022 23:20,,en,https://www.theguardian.com/technology/2022/dec/14/elon-musk-loses-title-of-worlds-richest-person-to-bernard-arnault,Elon Musk,1,0
MetaMask to allow users to purchase and transfer Ethereum via PayPal - Cointelegraph,15/12/2022 23:20,,en,https://cointelegraph.com/news/metamask-to-allow-users-to-purchase-and-transfer-ethereum-via-paypal,PayPal Ethereum MetaMask,3,0
Why United Airlines stock fell 7% despite massive Boeing deal - Yahoo Finance,15/12/2022 23:20,,en,https://finance.yahoo.com/news/why-united-airlines-stock-fell-7-despite-massive-boeing-deal-111532341.html,United Airlines,1,0
HSBC to stop new oil and gas project funding after backlash - Financial Times,15/12/2022 23:20,,en,https://www.ft.com/content/5ba4b75f-bbd8-4b3d-b962-60126754e2fa,HSBC,1,0
Tech Sell-Off: 1 Top Growth Stock Down 71% to Buy Before It Starts Soaring - The Motley Fool,15/12/2022 23:20,,en,https://www.fool.com/investing/2022/12/14/tech-sell-off-1-top-growth-stock-down-71-to-buy-be/,Tech stocks,1,0.5
Two N.J. hospitals would unite in state’s latest merger plan - NJ.com,15/12/2022 23:20,,en,https://www.nj.com/business/2022/12/two-nj-hospitals-would-unite-in-states-latest-merger-plan.html,NJ hospitals,2,0
"1,500 new jobs coming to South Carolina in what leaders are calling 'largest economic development' ever - WLTX.com",15/12/2022 23:20,,en,https://www.wltx.com/article/news/local/redwood-materials-electronic-batteries-south-carolina/101-fe842863-1ec0-49ba-b531-eacc925e89c7,South Carolina,3,0
Inflation Isn't Vanquished Yet - WSJ - The Wall Street Journal,15/12/2022 23:20,,en,https://www.wsj.com/articles/inflation-isnt-vanquished-yet-consumer-price-index-jay-powell-federal-reserve-11670970454,Inflation,1,0.1
Flu and RSV arrived earlier and hit harder this year. Could COVID be to blame? - The Boston Globe,15/12/2022 23:42,,en,https://www.bostonglobe.com/2022/12/14/metro/flu-rsv-arrived-earlier-hit-harder-this-year-could-covid-be-blame/,Covid flu,1,0.1
An Expert Explains How to Ease The Discomfort of Phantom Ringing Noises - ScienceAlert,15/12/2022 23:42,,en,https://www.sciencealert.com/an-expert-explains-how-to-ease-the-discomfort-of-phantom-ringing-noises,Ringing noise,2,0.1
Olfactory Viral Inflammation Associated With Accelerated Onset of Alzheimer’s Disease - Neuroscience News,15/12/2022 23:42,,en,https://neurosciencenews.com/olfactory-inflammation-alzheimers-22077/,Alzheimer's,2,0
"The Most Current COVID Symptoms in 2022, According to a New Study - Prevention Magazine",15/12/2022 23:42,,en,https://www.prevention.com/health/a42243112/current-covid-symptoms-2022/,Covid,2,0
"Two years after Covid vaccines rolled out, researchers are calling for newer, better options - msnNOW",15/12/2022 23:42,,en,https://www.nbcnews.com/health/health-news/two-years-covid-vaccines-rcna57902,Covid vaccines,1,0
Recurrent repeat expansions in human cancer genomes - Nature.com,15/12/2022 23:42,,en,https://www.nature.com/articles/s41586-022-05515-1,cancer,2,0
"Parkinson's disease more common than previously thought, study shows - USA TODAY",15/12/2022 23:42,,en,https://www.usatoday.com/story/news/health/2022/12/15/parkinsons-disease-more-common-than-previously-thought-study-shows/10885011002/,Parkinson's,1,0
"Strep A: Boy, 5, who died of infection in Britain's growing outbreak was misdiagnosed with flu - Daily Mail",15/12/2022 23:42,,en,https://www.dailymail.co.uk/health/article-11536725/Strep-Boy-5-died-infection-Britains-growing-outbreak-misdiagnosed-flu.html,Strep A UK,1,0
2-year-old hospitalized with RSV spent 8 days on ventilator - ABC News,15/12/2022 23:42,,en,https://abcnews.go.com/Health/2-year-hospitalized-rsv-spent-8-days-ventilator/story?id=95218693,RSV,1,0
Brain Stimulation Could Help Treat Alzheimer’s Disease - Neuroscience News,15/12/2022 23:42,,en,https://neurosciencenews.com/dbs-alzheimers-22080/,Alzheimer's,3,0.1
Is it too late to get a flu shot? We asked the experts. - SFGATE,15/12/2022 23:42,,en,https://www.sfgate.com/bayarea/article/still-time-for-flu-shot-17654832.php,flu,1,0.4
Canine flu: What to know to protect your dog - The Washington Post,15/12/2022 23:42,,en,https://www.washingtonpost.com/wellness/2022/12/15/canine-flu-outbreak-faq/,flu,2,0
Bizarre new study proposes living inside asteroids - Daily Mail,15/12/2022 23:53,,en,https://www.dailymail.co.uk/sciencetech/article-11541353/Bizarre-new-study-proposes-living-inside-asteroids.html,asteroids,3,0.7
SpaceX delays launch of NASA's SWOT satellite to Friday - Space.com,15/12/2022 23:53,,en,https://www.space.com/spacex-swot-satellite-launch-delay-rocket-issue,SpaceX NASA,1,0
"Religion is not the factor that most influences rejection of evolutionary theory in schools, study says - Phys.org",15/12/2022 23:53,,en,https://phys.org/news/2022-12-religion-factor-evolutionary-theory-schools.html,evolutionary theory religion,3,0
"SpaceX double launch could set record: Date, time, weather info set - USA TODAY",15/12/2022 23:53,,en,https://www.usatoday.com/story/news/nation/2022/12/15/spacex-double-launch-date-time/10901308002/,SpaceX  ,3,0.1
Everything NASA is taking to the moon before colonizing Mars - Engadget,15/12/2022 23:53,,en,https://www.engadget.com/nasa-artemis-program-explained-moon-mars-colonization-video-143013129.html,NASA,3,0.1
Gravitas: Nasa spacecraft to visit most volcanic world in solar system - WION,16/12/2022 09:23,,en,https://www.youtube.com/watch?v=-9QLyQoPK_8,NASA,3,0
Scientists may have found the first water worlds - Ars Technica,16/12/2022 09:23,,en,https://arstechnica.com/science/2022/12/scientists-revisit-kepler-findings-learn-two-planets-are-water-worlds/,water planets,2,0.4
Aaron Dean found guilty of manslaughter in 2019 killing of Atatiana Jefferson - CBS News,16/12/2022 09:23,,en,https://www.cbsnews.com/news/aaron-dean-guilty-manslaughter-atatiana-jefferson-2019-killing/,Aaron Dean,1,0
Schumer and Pelosi say Biden should run in 2024 - CNN,16/12/2022 09:23,,en,https://www.cnn.com/2022/12/15/politics/schumer-pelosi-interview/index.html,Biden,3,0
"MacKenzie Scott reveals details of her $14bn in donations to 1,600 non-profits - The Guardian",16/12/2022 09:23,,en,https://www.theguardian.com/society/2022/dec/15/mackenzie-scott-billionaire-donations-non-profits,MacKenzie Scott,3,0
Intermittent Fasting Completely Reverses Type 2 Diabetes in Study - SciTechDaily,16/12/2022 09:23,,en,https://scitechdaily.com/intermittent-fasting-completely-reverses-type-2-diabetes-in-study/,Intermittent fasting,2,0.1
Oppo says its Find N2 is the 'lightest horizontally folding phone' - Engadget,16/12/2022 09:23,,en,https://www.engadget.com/oppo-find-n2-flip-foldable-phone-pricing-availability-101858317.html,Oppo,3,0
iPhone update: Apple releases iOS 16.2 with major new security changes - The Independent,16/12/2022 09:23,,en,https://www.independent.co.uk/tech/iphone-update-apple-ios-16-download-security-b2245317.html,iOS Apple,3,0
Stephen Curry out indefinitely with left shoulder subluxation sustained vs. Pacers - Yahoo Sports,16/12/2022 09:23,,en,https://sports.yahoo.com/stephen-curry-out-indefinitely-with-left-shoulder-subluxation-sustained-vs-pacers-223649260.html,Stepehn Curry,1,0
Russia: US air defense systems could be targets in Ukraine - The Associated Press,16/12/2022 09:23,,en,https://apnews.com/eed3a0fc72e8197182e78dcc73ade45e,US Russia,1,0
Harvard names Claudine Gay as the first Black president of university - The Guardian,16/12/2022 09:23,,en,https://www.theguardian.com/education/2022/dec/15/harvard-claudine-gay-first-black-president,Harvard,2,0
Invasive strep A among children being investigated by CDC after UK reports several deaths - FOX 4 Dallas-Fort Worth,16/12/2022 09:23,,en,https://www.youtube.com/watch?v=Mbfx6I6hCZc,Strep A UK,1,0
FTX insider alerted Bahamian authorities before Sam Bankman-Fried arrest - Yahoo Finance,16/12/2022 09:23,,en,https://www.youtube.com/watch?v=nuWXrZ8J48s,FTX,1,0
Senate passes stopgap bill to avert shutdown at end of the week - CNN,16/12/2022 09:23,,en,https://www.cnn.com/2022/12/15/politics/government-funding-senate-vote/index.html,US shutdown,3,0
Peru's ex-president Castillo to be jailed for 18 months as protesters declare 'insurgency' - CNN,16/12/2022 09:23,,en,https://www.cnn.com/2022/12/15/americas/peru-castillo-detention-intl-latam/index.html,Peru Castillo,1,0
"New York bans retail sale of dogs, cats, rabbits - FOX 5 New York",16/12/2022 09:23,,en,https://www.fox5ny.com/news/new-york-bans-retail-sale-of-dogs-cats-rabbits,New York,2,0
Amazon Games to publish new Tomb Raider title for multiple platforms - Gematsu,16/12/2022 09:23,,en,https://www.gematsu.com/2022/12/amazon-games-to-publish-new-tomb-raider-title-for-multiple-platforms,Amazon Tomb Raider,3,0.2
"Musk suspends journalists from Twitter, claims 'assassination' danger - The Washington Post",16/12/2022 09:23,,en,https://www.washingtonpost.com/media/2022/12/15/twitter-journalists-suspended-musk/,Twitter Musk,1,0
Ukraine war: Kyiv says Russia planning major ground offensive in new year - BBC,16/12/2022 09:23,,en,https://www.bbc.com/news/world-europe-63995244,Ukraine Russia  ,1,0
"Malaysia landslide kills 12 at campsite, more than 20 missing - Reuters",16/12/2022 09:23,,en,https://www.reuters.com/world/asia-pacific/around-100-people-feared-trapped-malaysia-landslide-fire-department-2022-12-15/,Malaysia landslide,1,0
Heavy metals found in dark chocolate including Hershey's and Trader Joe's - CBS News,16/12/2022 09:23,,en,https://www.cbsnews.com/news/dark-chocolate-metals-lead-consumer-reports-hersheys-trader-joes/,dark chocolate,1,0
US regulators gain access to audits of Chinese companies - Financial Times,16/12/2022 09:23,,en,https://www.ft.com/content/2dcc601a-2299-49b0-9f83-c0d4d6be2e84,US China,3,0
Stocks Bulls Losing Support as $4 Trillion of Options Set to Expire - Yahoo Finance,16/12/2022 09:23,,en,https://finance.yahoo.com/news/stocks-bulls-losing-support-4-000000383.html,stocks,1,0
"Stocks making the biggest moves midday: Netflix, Snap, Warner Bros. Discovery, AT&T, Novavax and more - CNBC",16/12/2022 09:23,,en,https://www.cnbc.com/2022/12/15/stocks-making-the-biggest-moves-midday-netflix-snap-warner-bros-discovery-att-novavax-and-more-.html,Stocks,2,0
"Elon Musk's Twitter bans accounts of CNN, NYT, WaPo journalists - CNN",16/12/2022 09:23,,en,https://www.cnn.com/2022/12/15/media/twitter-musk-journalists-hnk-intl/index.html,Twitter Musk,1,0
California and the Midwest face 'high risk' of electricity shortages in next five years - CNBC,16/12/2022 09:23,,en,https://www.cnbc.com/2022/12/15/california-midwest-at-high-risk-of-electricity-shortages-nerc.html,Californa electricity shortage,1,0
"Retail stocks including Macy's, Target get smoked as markets tank after retail sales miss - Yahoo Finance",16/12/2022 09:23,,en,https://finance.yahoo.com/news/retail-stocks-including-macys-target-get-smoked-as-markets-tank-after-retail-sales-miss-175643879.html,Retail stocks,1,0
"TikTok may push potentially harmful content to teens within minutes, study finds - CNN",16/12/2022 09:23,,en,https://www.cnn.com/2022/12/15/tech/tiktok-teens-study-trnd/index.html,TikTok,1,0
"Tesla selling in the short-term is a good time to buy, says EMJ's Eric Jackson - CNBC Television",16/12/2022 09:23,,en,https://www.youtube.com/watch?v=V8h1ob6rMYI,Tesla,2,0
Chartmaster: Where rates are headed after the Fed - CNBC Television,16/12/2022 09:23,,en,https://www.youtube.com/watch?v=oLJ7G8ceLEU,Fed,2,0
Ex-FTX CEO Bankman-Fried says he was just distracted. Feds disagree. - The Washington Post,16/12/2022 09:23,,en,https://www.washingtonpost.com/business/2022/12/15/sbf-fraud-docs/,FTX,1,0
"After $700 billion drop, angry Tesla investors say Elon Musk has ""abandoned"" them - CBS News",16/12/2022 09:23,,en,https://www.cbsnews.com/news/elon-musk-tesla-down-700-billion-in-value-angry-investors/,Tesla,1,0
Cramer's lightning round: You can pick up some shares of IBM on Friday - CNBC,16/12/2022 09:23,,en,https://www.cnbc.com/2022/12/15/cramers-lightning-round-you-can-pick-up-some-shares-of-ibm-on-friday.html,shares,3,0
Ed Yardeni on recession fears: The economy will prove to be remarkably resilient - CNBC Television,16/12/2022 09:23,,en,https://www.youtube.com/watch?v=jbcSUjY0vQ4,recession,3,0
Taco Bell is testing two new Mexican Pizza varieties - CNN,16/12/2022 09:23,,en,https://www.cnn.com/2022/12/15/business/taco-bell-mexican-pizza-test/index.html,Taco Bell,3,0
Ford hikes price of cheapest F-150 electric truck variant to nearly $56000 - Reuters,16/12/2022 09:23,,en,https://www.reuters.com/business/autos-transportation/ford-hikes-price-cheapest-f-150-electric-truck-variant-nearly-56000-2022-12-15/,Ford,1,0
"Gold, silver hit hard by hawkish Fed, surge in greenback - Kitco NEWS",16/12/2022 09:23,,en,https://www.kitco.com/news/2022-12-15/Gold-silver-hit-hard-by-hawkish-Fed-surge-in-greenback.html,Fed,1,0
SF Boba Guys closes original location after controversy - SFGATE,16/12/2022 09:23,,en,https://www.sfgate.com/food/article/san-francisco-boba-guys-closes-17656641.php,Boba Guys,1,0
California cuts payments to homeowners for solar panels feeding energy back to the grid - CNBC,16/12/2022 09:23,,en,https://www.cnbc.com/2022/12/15/california-lowers-solar-energy-incentives-for-homeowners.html,California,1,0
American Airlines Follows Delta In Making Change Flyers Will Hate - TheStreet,16/12/2022 09:23,,en,https://www.thestreet.com/investing/american-airlines-follows-delta-in-making-change-flyers-will-hate,American Airlines,1,0.6
Damaged fiber cables repaired; AT&T services restored in Southwest Louisiana - KPLC,16/12/2022 09:23,,en,https://www.kplctv.com/2022/12/15/att-outages-reported-around-southwest-louisiana/,AT&T,3,0
